customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total
6133-OZILE,no,female,0,no,no,18,no,no phone service,dsl,no,no,yes,yes,no,no,month-to-month,yes,electronic-check,35.2,607.3
6134-KWTBV,no,male,0,no,no,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,bank-transfer-(automatic),23.4,1429.65
6135-OZQVA,no,female,0,no,no,7,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic-check,53.65,404.35
6137-MFAJN,no,female,0,no,no,48,no,no phone service,dsl,yes,yes,no,no,yes,no,month-to-month,yes,electronic-check,44.8,2104.55
6137-NICCO,no,female,0,yes,yes,6,yes,yes,fiber-optic,no,yes,yes,no,yes,no,month-to-month,yes,mailed-check,94.05,518.75
6139-ZZRBQ,no,male,1,no,no,64,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,bank-transfer-(automatic),20.05,1198.05
6140-QNRQQ,yes,male,0,no,no,1,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,mailed-check,71.55,71.55
6141-OOXUQ,yes,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,19.65,19.65
6142-VSJQO,yes,female,0,yes,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank-transfer-(automatic),44.35,44.35
6143-JQKEA,no,male,0,no,no,10,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit-card-(automatic),45.8,436.2
6145-NNPNO,no,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank-transfer-(automatic),44.15,44.15
6147-CBCRA,no,female,0,yes,no,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,20.05,669.45
6152-ONASV,no,female,0,yes,no,68,yes,yes,dsl,yes,no,no,yes,no,no,one-year,no,bank-transfer-(automatic),58.25,3975.7
6156-UZDLF,no,female,0,no,no,26,yes,no,fiber-optic,yes,no,yes,yes,no,no,one-year,yes,credit-card-(automatic),87.15,2274.1
6158-DWPZT,yes,male,0,yes,no,9,no,no phone service,dsl,no,no,no,no,no,no,one-year,no,bank-transfer-(automatic),24.1,259.8
6158-HDPXZ,no,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed-check,25.35,25.35
6161-ERDGD,no,male,0,yes,yes,71,yes,yes,dsl,yes,no,yes,yes,yes,yes,one-year,no,electronic-check,85.45,6300.85
6161-UUUTA,yes,male,1,no,no,3,yes,no,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,79.9,260.9
6164-HAQTX,no,male,0,no,no,71,no,no phone service,dsl,yes,yes,yes,yes,yes,no,two-year,no,bank-transfer-(automatic),53.95,3888.65
6164-HXUGH,no,female,0,yes,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,19.85,119.3
6166-ILMNY,yes,female,0,no,no,2,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,no,bank-transfer-(automatic),69.75,144.55
6166-YIPFO,no,male,0,yes,no,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two-year,yes,electronic-check,64.7,4746.05
6167-SYRNG,,male,1,yes,no,59,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two-year,yes,credit-card-(automatic),64.05,3886.85
6168-WFVVF,yes,female,1,no,no,3,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,70.3,235.5
6168-YBYNP,no,male,0,no,no,59,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic-check,111.35,6519.75
6169-PGNCD,no,female,0,no,no,57,yes,no,dsl,yes,yes,yes,yes,yes,no,two-year,yes,credit-card-(automatic),74.3,4166.35
6169-PPETC,no,male,0,yes,yes,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,bank-transfer-(automatic),20.5,759.35
6171-ZTVYB,no,male,0,yes,no,43,yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,no,bank-transfer-(automatic),66.25,2907.35
6172-FECYY,yes,male,0,yes,yes,49,yes,yes,fiber-optic,no,no,no,no,yes,no,month-to-month,no,electronic-check,84.5,4254.85
6173-GOLSU,no,male,1,yes,no,67,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,credit-card-(automatic),94.65,6079.0
6173-ITPWD,yes,male,0,yes,no,47,yes,yes,fiber-optic,no,yes,yes,no,no,no,month-to-month,yes,bank-transfer-(automatic),83.35,4065.0
6174-NRBTZ,no,male,0,no,no,46,no,no phone service,dsl,yes,no,no,no,no,no,one-year,yes,bank-transfer-(automatic),30.75,1489.3
6175-IRFIT,no,male,0,no,no,5,yes,no,fiber-optic,no,no,no,no,no,yes,month-to-month,no,mailed-check,78.75,426.35
6176-YJWAS,no,male,0,yes,no,72,yes,yes,fiber-optic,yes,yes,yes,no,yes,no,two-year,yes,credit-card-(automatic),97.95,7114.25
6177-PEVRA,no,female,0,no,no,48,yes,no,dsl,yes,yes,no,no,no,no,two-year,no,credit-card-(automatic),55.5,2627.35
6178-KFNHS,yes,female,0,no,yes,12,yes,yes,fiber-optic,yes,no,no,no,no,no,month-to-month,yes,electronic-check,78.3,909.25
6179-GJPSO,yes,female,1,no,no,43,yes,no,fiber-optic,yes,yes,no,yes,yes,yes,month-to-month,yes,credit-card-(automatic),108.15,4600.7
6180-YBIQI,no,male,0,no,no,5,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed-check,24.3,100.2
6181-AXXYF,no,male,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,credit-card-(automatic),24.75,1859.1
6184-DYUOB,no,female,0,yes,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed-check,19.6,55.25
6185-TASNN,no,male,1,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic-check,46.3,46.3
6188-UXBBR,no,female,0,yes,no,38,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,yes,credit-card-(automatic),20.25,814.75
6194-HBGQN,no,male,0,no,no,51,yes,yes,dsl,yes,yes,yes,yes,yes,no,one-year,yes,credit-card-(automatic),81.15,4126.2
6195-MELTI,no,male,0,no,no,57,yes,no,dsl,no,yes,no,yes,no,no,one-year,yes,mailed-check,54.65,3134.7
6196-HBOBZ,no,male,0,yes,no,65,yes,yes,fiber-optic,yes,yes,yes,no,yes,no,two-year,yes,electronic-check,99.35,6347.55
6198-PNNSZ,no,female,0,yes,no,56,yes,yes,fiber-optic,yes,yes,yes,no,yes,yes,one-year,no,bank-transfer-(automatic),109.8,6109.65
6198-RTPMF,no,female,0,yes,no,17,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,no,electronic-check,92.6,1579.7
6198-ZFIOJ,no,female,0,no,no,5,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,no,electronic-check,75.6,402.5
6199-IPCAO,no,female,0,yes,yes,29,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,mailed-check,26.1,692.55
6199-IWKGC,no,female,1,yes,no,46,yes,yes,fiber-optic,no,no,no,yes,yes,yes,one-year,no,electronic-check,100.25,4753.85
6202-DYYFX,no,female,0,no,no,22,yes,yes,fiber-optic,no,no,no,no,no,no,one-year,yes,credit-card-(automatic),76.0,1783.6
6202-JVYEU,no,male,0,no,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,yes,electronic-check,19.9,164.6
6203-HBZPA,no,male,0,no,no,52,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two-year,no,credit-card-(automatic),63.9,3334.95
6204-IEUXJ,yes,female,0,no,no,3,yes,no,fiber-optic,no,no,yes,yes,no,no,month-to-month,no,credit-card-(automatic),80.1,217.55
6207-WIOLX,yes,female,0,yes,yes,25,no,no phone service,dsl,yes,yes,yes,no,yes,yes,month-to-month,yes,credit-card-(automatic),58.6,1502.65
6210-KBBPI,yes,male,1,no,no,9,yes,yes,fiber-optic,no,yes,no,no,yes,yes,month-to-month,yes,credit-card-(automatic),99.45,919.4
6211-WHMYA,no,female,1,no,no,64,no,no phone service,dsl,no,yes,no,yes,yes,no,month-to-month,yes,electronic-check,43.85,2751.0
6211-WWLTF,no,male,0,yes,no,63,yes,no,fiber-optic,yes,no,yes,no,yes,yes,two-year,no,credit-card-(automatic),99.7,6330.4
6212-ATMLK,no,female,0,no,no,50,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,95.7,4729.75
6214-EDAKZ,yes,female,0,yes,yes,22,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,no,electronic-check,55.15,1206.05
6215-NQCPY,no,male,0,no,no,15,yes,yes,fiber-optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic-check,99.7,1566.75
6217-KDYWC,no,male,0,no,yes,57,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,mailed-check,19.6,1170.55
6217-TOWGS,no,female,0,yes,no,17,yes,yes,dsl,no,yes,no,no,yes,yes,month-to-month,yes,bank-transfer-(automatic),75.4,1322.55
6218-KNUBD,no,male,0,no,no,6,yes,no,dsl,no,yes,no,no,yes,no,month-to-month,no,electronic-check,59.45,357.6
6221-AVQYL,yes,male,0,no,no,2,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,credit-card-(automatic),73.25,131.05
6223-DHJGV,no,female,0,no,no,42,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,yes,mailed-check,20.65,958.1
6225-VNQSJ,,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic-check,35.45,35.45
6227-FBDXH,no,male,0,yes,no,69,yes,yes,fiber-optic,no,no,yes,no,yes,yes,one-year,no,bank-transfer-(automatic),99.5,6841.45
6227-HWPWX,yes,female,0,no,yes,15,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,no,bank-transfer-(automatic),69.0,994.8
6229-LSCKB,no,male,1,no,no,6,yes,no,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,79.7,497.6
6229-UOLQL,no,male,0,yes,yes,56,no,no phone service,dsl,yes,yes,no,yes,yes,no,one-year,yes,mailed-check,52.0,2884.9
6230-BSUXY,yes,female,1,no,no,1,yes,no,fiber-optic,no,no,yes,no,no,yes,month-to-month,yes,electronic-check,85.0,85.0
6231-WFGFH,no,male,0,yes,yes,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed-check,20.5,77.6
6233-HXJMX,no,female,0,no,no,45,yes,yes,fiber-optic,no,no,yes,no,no,yes,month-to-month,yes,credit-card-(automatic),89.3,4192.15
6234-PFPXL,no,male,0,yes,no,22,yes,yes,fiber-optic,yes,no,no,yes,yes,no,month-to-month,no,credit-card-(automatic),95.9,2234.95
6234-RAAPL,no,female,0,yes,yes,72,yes,yes,fiber-optic,yes,yes,no,yes,yes,no,two-year,no,bank-transfer-(automatic),99.9,7251.7
6235-VDHOM,yes,female,1,no,no,5,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,electronic-check,28.45,131.05
6240-EURKS,yes,female,0,no,yes,18,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic-check,35.0,553.0
6242-FEGFD,no,male,0,yes,no,66,yes,yes,fiber-optic,yes,yes,yes,yes,no,no,two-year,no,mailed-check,96.6,6424.25
6242-MBHPK,no,female,1,yes,no,23,yes,no,fiber-optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic-check,95.1,2326.05
6242-SGYTS,no,male,0,yes,yes,62,yes,yes,fiber-optic,yes,yes,no,no,yes,no,one-year,yes,credit-card-(automatic),94.95,5791.85
6243-OZGFH,no,female,0,no,no,23,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,44.95,996.85
6244-BESBM,no,male,0,yes,yes,69,yes,no,fiber-optic,no,no,no,yes,yes,yes,two-year,yes,credit-card-(automatic),95.2,6671.7
6248-BSHKG,no,male,0,yes,yes,61,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,no,mailed-check,20.4,1226.45
6248-TKCQV,no,female,0,yes,yes,70,yes,yes,dsl,yes,no,no,yes,yes,yes,two-year,yes,bank-transfer-(automatic),80.6,5460.2
6250-CGGUN,no,male,0,no,no,54,yes,no,fiber-optic,yes,no,yes,yes,no,no,one-year,no,electronic-check,84.4,4484.05
6252-DFGTK,no,female,0,yes,no,37,yes,yes,dsl,yes,no,yes,yes,no,no,one-year,no,credit-card-(automatic),68.1,2479.25
6253-GNHWH,no,female,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,no,no,two-year,no,mailed-check,71.1,5224.95
6253-WRFHY,no,male,0,yes,yes,13,yes,no,dsl,no,no,no,no,yes,yes,one-year,yes,electronic-check,64.75,877.35
6257-DTAYD,no,male,0,yes,no,71,yes,yes,fiber-optic,no,yes,no,yes,yes,yes,two-year,yes,credit-card-(automatic),104.15,7365.3
6257-RJOHI,no,male,0,no,no,4,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed-check,50.8,202.3
6258-NGCNG,no,male,0,no,no,7,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,23.5,173.0
6258-PVZWJ,no,male,0,yes,no,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two-year,yes,credit-card-(automatic),90.8,6302.85
6259-WJQLC,no,male,1,no,no,32,yes,yes,fiber-optic,no,no,yes,no,no,no,month-to-month,yes,credit-card-(automatic),81.1,2619.25
6260-ONULR,no,male,0,no,no,1,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,mailed-check,62.8,62.8
6260-XLACS,no,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,no,mailed-check,19.7,117.8
6261-LHRTG,no,female,0,no,no,26,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,credit-card-(automatic),54.75,1406.9
6261-RCVNS,yes,female,0,no,no,42,yes,no,dsl,yes,yes,yes,yes,no,yes,one-year,no,credit-card-(automatic),73.9,3160.55
6265-FRMTQ,no,male,0,no,no,31,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,bank-transfer-(automatic),20.4,609.1
6265-SXWBU,no,male,0,yes,yes,69,yes,yes,fiber-optic,no,yes,yes,no,yes,no,one-year,no,credit-card-(automatic),95.75,6511.25
6266-QHOJZ,no,female,0,no,no,65,yes,yes,fiber-optic,yes,yes,no,yes,no,no,one-year,yes,electronic-check,89.85,5844.65
6267-DCFFZ,no,female,1,yes,no,30,yes,yes,fiber-optic,no,yes,no,no,yes,no,month-to-month,yes,electronic-check,90.05,2627.2
6270-OMFIW,yes,male,0,yes,no,60,yes,no,fiber-optic,no,yes,no,no,yes,yes,one-year,yes,electronic-check,94.4,5610.25
6271-PRTUU,,female,0,yes,yes,28,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank-transfer-(automatic),19.55,543.8
6272-HWGNQ,,female,0,no,no,1,yes,yes,fiber-optic,no,no,no,no,no,yes,month-to-month,yes,electronic-check,85.0,85.0
6275-YDUVO,yes,female,0,no,no,2,yes,no,fiber-optic,no,no,yes,no,no,yes,month-to-month,yes,mailed-check,86.2,178.7
6278-FEPBZ,no,female,0,no,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,20.25,186.15
6281-FKEWS,no,female,0,no,no,44,no,no phone service,dsl,no,no,yes,no,yes,yes,one-year,yes,electronic-check,49.05,2265.0
6283-GITPX,no,male,0,no,yes,71,yes,no,dsl,yes,yes,yes,yes,yes,no,two-year,yes,credit-card-(automatic),76.9,5522.7
6284-AHOOQ,yes,male,1,no,no,22,yes,yes,fiber-optic,no,no,no,yes,yes,no,month-to-month,yes,bank-transfer-(automatic),90.5,1910.6
6284-KMNUF,no,female,0,yes,no,56,yes,yes,fiber-optic,yes,no,no,no,yes,yes,one-year,yes,electronic-check,98.0,5270.6
6285-FTQBF,no,male,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,credit-card-(automatic),25.55,1867.7
6286-SUUWT,no,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,19.95,19.95
6286-ZHAOK,no,female,0,yes,yes,20,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank-transfer-(automatic),25.55,507.4
6288-CHQJB,no,female,0,yes,yes,54,yes,no,dsl,yes,no,yes,yes,no,yes,two-year,no,bank-transfer-(automatic),69.95,3871.85
6288-LBEAR,no,female,0,no,no,23,yes,no,fiber-optic,no,yes,no,yes,no,no,month-to-month,yes,mailed-check,79.1,1783.75
6289-CPNLD,yes,male,0,yes,yes,33,yes,no,dsl,no,no,yes,yes,yes,yes,one-year,yes,mailed-check,73.9,2405.05
6292-TOSSS,no,male,0,no,no,50,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,bank-transfer-(automatic),24.9,1195.25
6295-OSINB,no,male,0,yes,no,72,yes,yes,fiber-optic,yes,yes,yes,no,yes,yes,two-year,yes,electronic-check,109.65,7880.25
6296-DDOOR,no,female,0,no,no,19,yes,no,dsl,no,yes,no,no,yes,no,one-year,no,electronic-check,58.2,1045.25
6297-NOOPG,no,female,0,yes,no,70,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,two-year,yes,electronic-check,110.5,7752.05
6298-QDFNH,yes,male,0,no,no,22,yes,yes,fiber-optic,no,yes,no,no,no,no,month-to-month,yes,electronic-check,79.35,1730.35
6300-BWMJX,no,female,0,yes,no,59,yes,yes,fiber-optic,no,no,yes,yes,yes,no,month-to-month,no,electronic-check,93.35,5386.5
6302-JGYRJ,yes,male,0,no,yes,31,yes,yes,dsl,no,yes,no,yes,yes,yes,one-year,yes,mailed-check,79.45,2587.7
6303-APKJD,,male,1,yes,no,57,yes,yes,fiber-optic,no,yes,no,no,no,yes,month-to-month,yes,electronic-check,89.85,4925.35
6303-KFWSL,no,female,0,no,no,29,yes,yes,dsl,no,yes,no,no,no,no,one-year,yes,electronic-check,55.25,1620.2
6304-IJFSQ,yes,male,0,no,no,3,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed-check,49.9,130.1
6305-YLBMM,yes,male,0,no,no,69,yes,no,fiber-optic,no,yes,yes,yes,yes,yes,one-year,yes,bank-transfer-(automatic),104.05,7262.0
6308-CQRBU,no,female,0,yes,no,71,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,two-year,no,electronic-check,109.25,7707.7
6311-UEUME,yes,female,0,no,no,29,yes,no,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,78.9,2384.15
6313-GIDIT,yes,male,1,no,no,53,no,no phone service,dsl,no,yes,yes,no,yes,yes,month-to-month,yes,electronic-check,54.45,2854.55
6317-YPKDH,yes,female,0,no,no,1,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,bank-transfer-(automatic),29.95,29.95
6319-IEJWJ,yes,male,0,yes,yes,20,yes,no,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,90.2,1776.55
6319-QSUSR,no,female,0,no,yes,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit-card-(automatic),19.7,216.2
6319-ZXCPZ,,male,0,yes,no,60,yes,yes,fiber-optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic-check,95.75,5742.9
6322-HRPFA,no,male,0,yes,yes,49,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,no,credit-card-(automatic),59.6,2970.3
6322-PJJDJ,no,male,0,yes,no,49,yes,no,fiber-optic,no,yes,no,no,yes,yes,two-year,yes,electronic-check,94.8,4690.65
6323-AYBRX,yes,male,0,no,no,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,mailed-check,19.35,1099.6
6326-MTTXK,yes,male,0,no,no,8,yes,yes,fiber-optic,no,yes,no,no,yes,yes,month-to-month,no,electronic-check,100.85,819.55
6328-ZPBGN,yes,female,1,no,no,11,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,bank-transfer-(automatic),95.15,997.65
6330-JKLPC,yes,male,0,yes,no,11,yes,yes,fiber-optic,no,yes,no,no,no,no,month-to-month,yes,bank-transfer-(automatic),80.5,896.9
6331-EWIEB,yes,male,0,no,no,20,yes,yes,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,85.25,1734.5
6331-LWDTQ,yes,male,0,no,no,10,yes,yes,dsl,no,no,no,no,yes,yes,month-to-month,yes,credit-card-(automatic),72.15,794.25
6332-FBZRI,no,male,0,yes,yes,67,yes,yes,dsl,yes,yes,yes,yes,no,no,one-year,yes,credit-card-(automatic),69.35,4653.25
6333-YDVLT,no,male,0,no,no,65,yes,yes,fiber-optic,yes,no,yes,yes,yes,yes,one-year,yes,credit-card-(automatic),110.0,7138.65
